published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
1/8/2024,693,693,659.4,666,-2.96,288242,193698435.7,-1
1/9/2024,678,691.4,637,637,-4.35,187419,124394099.2,-1
1/10/2024,640,667.9,640,650,2.04,176347,114809323.2,1
1/11/2024,660,663,645,645,-0.77,82861,54039497.6,-1
1/14/2024,656,671,642.5,655,1.55,143032,94334282.1,-1
1/16/2024,666.9,669.9,650,658,0.46,175341,115973565.1,-1
1/17/2024,645,671,645,650,-1.22,105087,69189297.2,1
1/18/2024,642.1,650,630,640,-1.54,190334,122222290.5,-1
1/21/2024,647.2,652.8,633,633.5,-1.02,147710,94992175.8,-1
1/22/2024,644,646.9,625,633,-0.08,121776,76945057.1,-1
1/23/2024,644.5,644.5,617,619,-2.21,120716,75352204.3,-1
1/24/2024,624,633,619,621,0.32,121165,75329206.7,-1
1/25/2024,625,632,618.1,619.6,-0.23,114574,71247895.4,-1
1/28/2024,628,640,624,635,2.49,62003,39170572,1
1/29/2024,640,646,630,637.9,0.46,45385,28870819.3,-1
1/30/2024,639,640.5,631,634.5,-0.53,65769,41848880.5,-1
1/31/2024,631,636,621.3,623,-1.81,37823,23795534.1,-1
2/1/2024,616,625,616,619,-0.64,106487,66135487.2,1
2/4/2024,615,625,612,616,-0.48,32665,20207284.4,1
2/5/2024,616.1,628.3,616.1,621,0.81,51487,31918432.9,1
2/6/2024,626,650,622,643,3.54,262430,166554725.7,1
2/7/2024,655.8,656,640,644,0.16,68550,44215529.9,-1
2/8/2024,638,649,632,634,-1.55,67168,42843423.2,-1
2/11/2024,646.4,646.4,623,628.1,-0.93,57414,36224623.6,-1
2/12/2024,615.6,640.4,615.6,636,1.26,28167,17830632.9,1
2/13/2024,634,637,620,629,-1.1,69831,43734417.4,-1
2/14/2024,627,632,622.1,623,-0.95,22180,13861356.8,-1
2/15/2024,621,630,618.1,620,-0.48,38639,24062707.7,-1
2/18/2024,620,624,615.2,617,-0.48,42150,26053990.4,-1
2/20/2024,617,628,615.2,620,0.49,36061,22416213.2,1
2/21/2024,627.3,630,614,616.1,-0.63,35355,21905961.5,-1
2/22/2024,612.5,621,601,601.3,-2.4,56131,34177671.1,-1
2/25/2024,600.3,609.9,593,593.3,-1.33,40831,24495932.9,-1
2/26/2024,592,607,592,595,0.29,19136,11468177.8,1
2/27/2024,606.9,606.9,595.1,599,0.67,21628,12948423.7,-1
2/28/2024,599,605,594,596,-0.5,13340,7952459.3,-1
2/29/2024,595,598,581.3,588,-1.34,32711,19234192.6,-1
3/3/2024,580.2,588,577,581.7,-1.07,29805,17339166,1
3/4/2024,593,635,593,635,9.16,5650,3546483,1
3/5/2024,640,640,610,613,-3.46,62997,39039277.6,-1
3/6/2024,608,632,601,619,0.98,61180,37808872.8,1
3/7/2024,630,631,619,623,0.65,21636,13472178.9,-1
3/10/2024,635.4,635.4,627,631.9,1.43,47197,29785222.8,-1
3/12/2024,637,650,637,641,1.44,173100,111156224.7,1
3/13/2024,568.5,590,562,567,1.72,62119,35453416.2,-1
3/14/2024,567,614.4,565,574,1.23,79361,45636707.2,1
3/17/2024,585,609,559.5,560,-2.44,40398,22810686.6,-1
3/18/2024,565,565,548.9,552,-1.43,41694,23016046,-1
3/19/2024,563,596.7,550,553.1,0.2,43686,24451430.1,-1
3/20/2024,564.1,565,553,560,1.25,33028,18477482,-1
3/21/2024,571.2,571.2,552,555,-0.89,17949,9946739.7,-1
3/25/2024,560,560,538,538,-3.06,34060,18508259.4,-1
3/26/2024,545,548,530,535.2,-0.52,37413,20051527.8,-1
3/27/2024,535,538,522,523,-2.28,29124,15385800.5,-1
3/28/2024,520.4,525,511.6,519.9,-0.59,46636,24033231.7,-1
3/31/2024,515,523,513,516,-0.75,29173,15063334.6,1
4/1/2024,515,520,512,513,-0.58,46873,24071520.6,-1
4/2/2024,520,520,499,500,-2.53,92290,46392861.3,-1
4/3/2024,501,519.2,498.8,505,1,39703,20061010.4,1
4/4/2024,505.1,514.5,502,504.9,-0.02,55773,28233502.8,-1
4/7/2024,504,512,498.1,510,1.01,83074,41719543.2,1
4/9/2024,518,521,510,518.7,1.71,47085,24373521.5,1
4/10/2024,526,526,512,515,-0.71,32613,16833210.8,-1
4/14/2024,525,525,509,512,-0.58,38160,19563358.5,-1
4/15/2024,521,521,506,511,-0.2,35095,17866853.1,-1
4/16/2024,514,514,506,508,-0.59,26525,13495850.4,-1
4/18/2024,517,518,501.4,502,-1.18,8945,4498645.5,-1
4/21/2024,511,511,500.8,509,1.39,16127,8122275.6,-1
4/22/2024,518,530.9,515,521.9,2.53,62052,32445025.3,1
4/24/2024,528,528,515.2,520,-0.36,23216,12033746.8,-1
4/25/2024,528.9,528.9,510,512,-1.54,12985,6655738.4,-1
4/28/2024,511.6,522,509.1,515,0.59,15725,8049906.3,1
4/29/2024,525,535,507.1,510,-0.97,46885,23940790,-1
4/30/2024,519.9,519.9,509,515,0.98,27816,14325996.9,-1
5/2/2024,514,520,509,515.5,0.1,60567,31005993.3,1
5/5/2024,510,514.9,505.3,511,-0.87,18543,9419384.3,1
